Small Mol HMS LINCS ID	SM Name	Alternative Names	LINCS ID	PubChem CID	Datarecord ID	HMS Dataset ID	Salt ID	ChEMBL ID	ChEBI ID	InChi	InChi Key	SMILES	Molecular Mass	Molecular Formula
HMSL10289-101	AZD4547		None	None	296	10289	101	None	None	InChI=1S/C26H33N5O3/c1-17-15-31(16-18(2)27-17)22-9-6-20(7-10-22)26(32)28-25-13-21(29-30-25)8-5-19-11-23(33-3)14-24(12-19)34-4/h6-7,9-14,17-18,27H,5,8,15-16H2,1-4H3,(H2,28,29,30,32)/t17-,18+	VRQMAABPASPXMW-HDICACEKSA-N	O=C(NC1=NNC(CCC2=CC(OC)=CC(OC)=C2)=C1)C3=CC=C(N4C[C@H](C)N[C@H](C)C4)C=C3	463.26	C26H33N5O3
HMSL10290-101	BMS-754807		None	24785538	297	10290	101	575448	None	InChI=1S/C23H24FN9O/c1-23(21(34)26-15-7-8-18(24)25-13-15)9-3-10-32(23)22-28-20(17-4-2-11-33(17)31-22)27-19-12-16(29-30-19)14-5-6-14/h2,4,7-8,11-14H,3,5-6,9-10H2,1H3,(H,26,34)(H2,27,28,29,30,31)/t23-/m0/s1	LQVXSNNAFNGRAH-QHCPKHFHSA-N	C[C@]1(CCCN1C1=NN2C=CC=C2C(NC2=NNC(=C2)C2CC2)=N1)C(=O)NC1=CC=C(F)N=C1	461.21	C23H24FN9O
HMSL10291-101	Shikonin		None	5208	298	10291	101	9470	None	InChI=1S/C16H16O5/c1-8(2)3-4-10(17)9-7-13(20)14-11(18)5-6-12(19)15(14)16(9)21/h3,5-7,10,17-19H,4H2,1-2H3/t10-/m1/s1	NEZONWMXZKDMKF-SNVBAGLBSA-N	O=C\2c1c(O)ccc(O)c1C(=O)/C(=C/2)[C@H](O)C\C=C(/C)C	288.10	C16H16O5
HMSL10292-101	Mitomycin C		None	5746	299	10292	101	105	None	InChI=1S/C15H18N4O5/c1-5-9(16)12(21)8-6(4-24-14(17)22)15(23-2)13-7(18-13)3-19(15)10(8)11(5)20/h6-7,13,18H,3-4,16H2,1-2H3,(H2,17,22)/t6-,7+,13+,15-/m1/s1	NWIBSHFKIJFRCO-WUDYKRTCSA-N	O=C\1/C2=C(\C(=O)/C(N)=C/1C)[C@H]([C@]3(OC)N2C[C@@H]4N[C@H]34)COC(=O)N	334.13	C15H18N4O5
HMSL10293-101	Thapsigargin		None	446378	300	10293	101	345467	None	InChI=1S/C34H50O12/c1-9-12-13-14-15-17-24(37)43-28-26-25(20(5)27(28)44-30(38)19(4)11-3)29-34(41,33(8,40)31(39)45-29)22(42-23(36)16-10-2)18-32(26,7)46-21(6)35/h11,22,26-29,40-41H,9-10,12-18H2,1-8H3/b19-11-/t22-,26+,27-,28-,29-,32-,33+,34+/m0/s1	IXFPJGBNCFXKPI-FSIHEZPISA-N	O=C3O[C@H]2C\1=C(\[C@H](OC(=O)\C(=C/C)C)[C@@H](OC(=O)CCCCCCC)[C@@H]/1[C@@](OC(=O)C)(C[C@H](OC(=O)CCC)[C@]2(O)[C@@]3(O)C)C)C	650.33	C34H50O12
HMSL10294-101	Embelin		None	3218	301	10294	101	221137	None	InChI=1S/C17H26O4/c1-2-3-4-5-6-7-8-9-10-11-13-16(20)14(18)12-15(19)17(13)21/h12,18,21H,2-11H2,1H3	IRSFLDGTOHBADP-UHFFFAOYSA-N	O=C1/C=C(/O)C(=O)\C(=C1\O)CCCCCCCCCCC	294.18	C17H26O4
HMSL10295-101	IPA-3		None	521106	302	10295	101	472940	None	InChI=1S/C20H14O2S2/c21-17-11-9-13-5-1-3-7-15(13)19(17)23-24-20-16-8-4-2-6-14(16)10-12-18(20)22/h1-12,21-22H	RFAXLXKIAKIUDT-UHFFFAOYSA-N	Oc4ccc1c(cccc1)c4SSc3c(O)ccc2ccccc23	350.04	C20H14O2S2
HMSL10296-101	Bryostatin 1		None	5280757	303	10296	101	449158	None	InChI=1S/C47H68O17/c1-10-11-12-13-14-15-39(51)62-43-31(22-41(53)58-9)21-34-25-37(28(2)48)61-42(54)24-32(50)23-35-26-38(59-29(3)49)45(6,7)46(55,63-35)27-36-19-30(20-40(52)57-8)18-33(60-36)16-17-44(4,5)47(43,56)64-34/h12-17,20,22,28,32-38,43,48,50,55-56H,10-11,18-19,21,23-27H2,1-9H3/b13-12+,15-14+,17-16+,30-20+,31-22+/t28-,32-,33+,34+,35-,36+,37-,38+,43+,46+,47-/m1/s1	MJQUEDHRCUIRLF-TVIXENOKSA-N	COC(=O)\C=C2\C[C@H]3C[C@]4(O)O[C@H](C[C@@H](O)CC(=O)O[C@H](C[C@@H]1C/C(=C\C(=O)OC)[C@H](OC(=O)\C=C\C=C\CCC)[C@@](O)(O1)[C@](C)(C)/C=C/[C@@H](C2)O3)[C@@H](C)O)C[C@H](OC(C)=O)[C@]4(C)C	904.45	C47H68O17
HMSL10297-101	NSC-87877		None	5459322	304	10297	101	472004	None	InChI=1S/C19H13N3O7S2/c23-19-16(10-17(31(27,28)29)15-2-1-7-20-18(15)19)22-21-13-5-3-12-9-14(30(24,25)26)6-4-11(12)8-13/h1-10,21H,(H,24,25,26)(H,27,28,29)	BIQBDHSYQMHHPU-UHFFFAOYSA-N	C1=CC2=C(C(=O)C(=NNC3=CC4=C(C=C3)C=C(C=C4)S(=O)(=O)O)C=C2S(=O)(=O)O)N=C1	459.02	C19H13N3O7S2
HMSL10298-101	LFM-A13	DDE-28	None	54676905	305	10298	101	228043	None	InChI=1S/C11H8Br2N2O2/c1-6(16)8(5-14)11(17)15-10-4-7(12)2-3-9(10)13/h2-4,15,17H,1H3/b11-8-	OMBMLIOEEPBTNU-FLIBITNWSA-N	Brc1ccc(Br)cc1NC(\O)=C(/C#N)C(=O)C	357.90	C11H8Br2N2O2
HMSL10299-101	GSK650394		None	25022668	306	10299	101	558642	None	InChI=1S/C25H22N2O2/c28-25(29)20-11-10-18(12-21(20)17-8-4-5-9-17)23-15-27-24-22(23)13-19(14-26-24)16-6-2-1-3-7-16/h1-3,6-7,10-15,17H,4-5,8-9H2,(H,26,27)(H,28,29)	WVSBGSNVCDAMCF-UHFFFAOYSA-N	c1ccc(cc1)c2cc3c(c[nH]c3nc2)c4ccc(c(c4)C5CCCC5)C(=O)O	382.17	C25H22N2O2
HMSL10300-101	Azacitidine	5-azacytidine;Vidaza;AZA	None	None	307	10300	101	None	None	InChI=1S/C8H12N4O5/c9-7-10-2-12(8(16)11-7)6-5(15)4(14)3(1-13)17-6/h2-6,13-15H,1H2,(H2,9,11,16)/t3-,4-,5-,6-/m1/s1	NMUSYJAQQFHJEW-KVTDHHQDSA-N	NC(N=CN1[C@@]2([H])[C@@](O)([H])[C@@](O)([H])[C@](CO)([H])O2)=NC1=O	244.08	C8H12N4O5
HMSL10301-101	Decitabine	5-aza-2'-deoxycytidine;Dacogen;DAC	None	None	308	10301	101	None	None	InChI=1S/C8H12N4O4/c9-7-10-3-12(8(15)11-7)6-1-4(14)5(2-13)16-6/h3-6,13-14H,1-2H2,(H2,9,11,15)/t4-,5+,6+/m0/s1	XAUDJQYHKZQPEU-KVQBGUIXSA-N	NC(N=CN1[C@@]2([H])[C@@]([H])([H])[C@@](O)([H])[C@](CO)([H])O2)=NC1=O	228.09	C8H12N4O4
HMSL10302-101	RG-108		None	None	309	10302	101	None	None	InChI=1S/C19H14N2O4/c22-17-13-6-1-2-7-14(13)18(23)21(17)16(19(24)25)9-11-10-20-15-8-4-3-5-12(11)15/h1-8,10,16,20H,9H2,(H,24,25)/t16-/m0/s1	HPTXLHAHLXOAKV-INIZCTEOSA-N	O=C(O)[C@@H](N(C(C1=C2C=CC=C1)=O)C2=O)CC3=CNC4=C3C=CC=C4	334.10	C19H14N2O4
HMSL10303-101	Iniparib	BSI 201	None	None	310	10303	101	None	None	InChI=1S/C7H5IN2O3/c8-5-2-1-4(7(9)11)3-6(5)10(12)13/h1-3H,(H2,9,11)	MDOJTZQKHMAPBK-UHFFFAOYSA-N	O=C(N)C1=CC=C(I)C([N+]([O-])=O)=C1	291.93	C7H5IN2O3
HMSL10304-105	Rucaparib	AG014699;PF-01367338	None	None	311	10304	105	None	None	InChI=1S/C19H18FN3O.H3O4P/c1-21-10-11-2-4-12(5-3-11)18-14-6-7-22-19(24)15-8-13(20)9-16(23-18)17(14)15;1-5(2,3)4/h2-5,8-9,21,23H,6-7,10H2,1H3,(H,22,24);(H3,1,2,3,4)	FCCGJTKEKXUBFZ-UHFFFAOYSA-N	O=C1NCCC2=C(C3=CC=C(CNC)C=C3)NC4=C2C1=CC(F)=C4.OP(O)(O)=O	421.12	C19H21FN3O5P
HMSL10305-101	JW55		None	None	312	10305	101	None	None	InChI=1S/C25H26N2O5/c1-30-21-10-6-19(7-11-21)25(12-15-31-16-13-25)17-26-23(28)18-4-8-20(9-5-18)27-24(29)22-3-2-14-32-22/h2-11,14H,12-13,15-17H2,1H3,(H,26,28)(H,27,29)	ZJZWZIXSGNFWQQ-UHFFFAOYSA-N	O=C(C1=CC=CO1)NC2=CC=C(C(NCC3(C4=CC=C(OC)C=C4)CCOCC3)=O)C=C2	434.18	C25H26N2O5
HMSL10306-101	C646		None	None	313	10306	101	None	None	InChI=1S/C24H19N3O6/c1-13-10-20(21(27(31)32)11-14(13)2)22-9-8-18(33-22)12-19-15(3)25-26(23(19)28)17-6-4-16(5-7-17)24(29)30/h4-12H,1-3H3,(H,29,30)/b19-12+	HEKJYZZSCQBJGB-XDHOZWIPSA-N	O=C1N(C2=CC=C(C(O)=O)C=C2)N=C(C)\C1=C/C3=CC=C(C4=C([N+]([O-])=O)C=C(C)C(C)=C4)O3	445.13	C24H19N3O6
HMSL10307-101	Garcinol		None	None	314	10307	101	None	None	InChI=1S/C37H48O6/c1-21(2)11-12-26(24(7)8)19-36-20-27(17-23(5)6)35(9,10)37(34(36)43,16-15-22(3)4)33(42)30(32(36)41)31(40)25-13-14-28(38)29(39)18-25/h11,13-15,17-18,26-27,38-39,41H,7,12,16,19-20H2,1-6,8-10H3/t26-,27+,36+,37-/m0/s1	RDHUODRCIVIDNX-RSNVXJODSA-N	OC([C@]1(C[C@H](C/C=C(C)/C)C(C)=C)[C@]([C@@](C/C=C(C)/C)([C@@](C)(C)[C@H](/C=C(C)\C)C1)C2=O)=O)=C2C(C3=CC=C(O)C(O)=C3)=O	588.35	C37H48O6
HMSL10308-101	Anacardic acid		None	None	315	10308	101	None	None	InChI=1S/C22H36O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18-20(23)21(19)22(24)25/h15,17-18,23H,2-14,16H2,1H3,(H,24,25)	ADFWQBGTDJIESE-UHFFFAOYSA-N	O=C(O)C1=C(CCCCCCCCCCCCCCC)C=CC=C1O	348.27	C22H36O3
HMSL10309-101	CTB		None	None	316	10309	101	None	None	InChI=1S/C16H13ClF3NO2/c1-2-23-14-6-4-3-5-11(14)15(22)21-10-7-8-13(17)12(9-10)16(18,19)20/h3-9H,2H2,1H3,(H,21,22)	YDXZSNHARVUYNM-UHFFFAOYSA-N	O=C(NC1=CC=C(Cl)C(C(F)(F)F)=C1)C2=CC=CC=C2OCC	343.06	C16H13ClF3NO2
HMSL10310-101	Belinostat	PXD101	None	None	317	10310	101	None	None	InChI=1S/C15H14N2O4S/c18-15(16-19)10-9-12-5-4-8-14(11-12)22(20,21)17-13-6-2-1-3-7-13/h1-11,17,19H,(H,16,18)/b10-9+	NCNRHFGMJRPRSK-MDZDMXLPSA-N	O=C(NO)/C=C/C1=CC=CC(S(=O)(NC2=CC=CC=C2)=O)=C1	318.07	C15H14N2O4S
HMSL10311-101	MS-275	Entinostat;MS-27-275	None	None	318	10311	101	None	None	InChI=1S/C21H20N4O3/c22-18-5-1-2-6-19(18)25-20(26)17-9-7-15(8-10-17)13-24-21(27)28-14-16-4-3-11-23-12-16/h1-12H,13-14,22H2,(H,24,27)(H,25,26)	INVTYAOGFAGBOE-UHFFFAOYSA-N	O=C(OCC1=CC=CN=C1)NCC(C=C2)=CC=C2C(NC3=C(N)C=CC=C3)=O	376.15	C21H20N4O3
HMSL10312-101	Mocetinostat	MGCD0103	None	None	319	10312	101	None	None	InChI=1S/C23H20N6O/c24-19-5-1-2-6-21(19)28-22(30)17-9-7-16(8-10-17)14-27-23-26-13-11-20(29-23)18-4-3-12-25-15-18/h1-13,15H,14,24H2,(H,28,30)(H,26,27,29)	HRNLUBSXIHFDHP-UHFFFAOYSA-N	O=C(NC1=CC=CC=C1N)C2=CC=C(CNC3=NC=CC(C4=CC=CN=C4)=N3)C=C2	396.17	C23H20N6O
HMSL10313-101	SB939	Pracinostat	None	None	320	10313	101	None	None	InChI=1S/C20H30N4O2/c1-4-7-8-19-21-17-15-16(10-12-20(25)22-26)9-11-18(17)24(19)14-13-23(5-2)6-3/h9-12,15,26H,4-8,13-14H2,1-3H3,(H,22,25)/b12-10+	JHDKZFFAIZKUCU-ZRDIBKRKSA-N	O=C(NO)/C=C/C1=CC=C2N(CCN(CC)CC)C(CCCC)=NC2=C1	358.24	C20H30N4O2
HMSL10314-101	MC1568		None	None	321	10314	101	None	None	InChI=1S/C17H15FN2O3/c1-20-11-12(9-15(20)6-8-17(22)19-23)5-7-16(21)13-3-2-4-14(18)10-13/h2-11,23H,1H3,(H,19,22)/b7-5+,8-6+	QRDAPCMJAOQZSU-KQQUZDAGSA-N	O=C(NO)/C=C/C1=CC(/C=C/C(C2=CC=CC(F)=C2)=O)=CN1C	314.11	C17H15FN2O3
HMSL10315-101	Rocilinostat	ACY-1215	None	None	322	10315	101	None	None	InChI=1S/C24H27N5O3/c30-22(28-32)15-9-1-2-10-16-25-23(31)19-17-26-24(27-18-19)29(20-11-5-3-6-12-20)21-13-7-4-8-14-21/h3-8,11-14,17-18,32H,1-2,9-10,15-16H2,(H,25,31)(H,28,30)	QGZYDVAGYRLSKP-UHFFFAOYSA-N	O=C(C1=CN=C(N(C2=CC=CC=C2)C3=CC=CC=C3)N=C1)NCCCCCCC(NO)=O	433.21	C24H27N5O3
HMSL10316-101	EX-527	SEN196;selisistat	None	None	323	10316	101	None	None	InChI=1S/C13H13ClN2O/c14-7-4-5-11-10(6-7)8-2-1-3-9(13(15)17)12(8)16-11/h4-6,9,16H,1-3H2,(H2,15,17)/t9-/m0/s1	FUZYTVDVLBBXDL-VIFPVBQESA-N	O=[C@]([C@@H]1C(NC2=C3C=C(Cl)C=C2)=C3CCC1)N	248.07	C13H13ClN2O
HMSL10317-101	AGK2		None	None	324	10317	101	None	None	InChI=1S/C23H13Cl2N3O2/c24-15-6-8-19(25)18(12-15)22-9-7-16(30-22)11-14(13-26)23(29)28-21-5-1-4-20-17(21)3-2-10-27-20/h1-12H,(H,28,29)/b14-11+	SVENPFFEMUOOGK-SDNWHVSQSA-N	O=C(NC1=CC=CC2=NC=CC=C12)/C(C#N)=C/C3=CC=C(C4=CC(Cl)=CC=C4Cl)O3	433.04	C23H13Cl2N3O2
HMSL10318-101	Resveratrol		None	None	325	10318	101	None	None	InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1+	LUKBXSAWLPMMSZ-OWOJBTEDSA-N	OC1=CC(/C=C/C2=CC=C(O)C=C2)=CC(O)=C1	228.08	C14H12O3
HMSL10319-101	BIX-01294		None	None	326	10319	101	None	None	InChI=1S/C28H38N6O2/c1-32-12-7-13-34(17-16-32)28-30-24-19-26(36-3)25(35-2)18-23(24)27(31-28)29-22-10-14-33(15-11-22)20-21-8-5-4-6-9-21/h4-6,8-9,18-19,22H,7,10-17,20H2,1-3H3,(H,29,30,31)	OSXFATOLZGZLSK-UHFFFAOYSA-N	CN1CCN(C2=NC3=CC(OC)=C(OC)C=C3C(NC4CCN(CC5=CC=CC=C5)CC4)=N2)CCC1	490.31	C28H38N6O2
HMSL10320-101	UNC0638		None	None	327	10320	101	None	None	InChI=1S/C30H47N5O2/c1-22(2)35-17-12-24(13-18-35)31-30-25-20-27(36-3)28(37-19-9-16-34-14-7-8-15-34)21-26(25)32-29(33-30)23-10-5-4-6-11-23/h20-24H,4-19H2,1-3H3,(H,31,32,33)	QOECJCJVIMVJGX-UHFFFAOYSA-N	CC(C)N(CC1)CCC1NC2=C3C(C=C(OCCCN4CCCC4)C(OC)=C3)=NC(C5CCCCC5)=N2	509.37	C30H47N5O2
HMSL10321-110	GSK-J1		None	None	328	10321	110	None	None	InChI=1S/C22H23N5O2.Na/c28-21(29)8-12-24-19-15-20(26-22(25-19)18-7-3-4-11-23-18)27-13-9-16-5-1-2-6-17(16)10-14-27;/h1-7,11,15H,8-10,12-14H2,(H,28,29)(H,24,25,26);/q;+1/p-1	RAIROFAAPRKDPT-UHFFFAOYSA-M	O=C(CCNC1=CC(N2CCC3=CC=CC=C3CC2)=NC(C4=NC=CC=C4)=N1)O[Na]	411.17	C22H22N5NaO2
HMSL10322-110	GSK-J2		None	None	329	10322	110	None	None	InChI=1S/C22H23N5O2.Na/c28-21(29)7-11-24-19-14-20(26-22(25-19)18-6-3-10-23-15-18)27-12-8-16-4-1-2-5-17(16)9-13-27;/h1-6,10,14-15H,7-9,11-13H2,(H,28,29)(H,24,25,26);/q;+1/p-1	ZBQSYIOCAWRFHG-UHFFFAOYSA-M	O=C(CCNC1=CC(N2CCC3=CC=CC=C3CC2)=NC(C4=CN=CC=C4)=N1)O[Na]	411.17	C22H22N5NaO2
HMSL10323-102	GSK-J4		None	None	330	10323	102	None	None	InChI=1S/C24H27N5O2.ClH/c1-2-31-23(30)10-14-26-21-17-22(28-24(27-21)20-9-5-6-13-25-20)29-15-11-18-7-3-4-8-19(18)12-16-29;/h3-9,13,17H,2,10-12,14-16H2,1H3,(H,26,27,28);1H	TYXWLTBYINKVNT-UHFFFAOYSA-N	O=C(CCNC1=CC(N2CCC3=CC=CC=C3CC2)=NC(C4=NC=CC=C4)=N1)OCC.Cl	453.19	C24H28ClN5O2
HMSL10324-101	Daminozide		None	None	331	10324	101	None	None	InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)	NOQGZXFMHARMLW-UHFFFAOYSA-N	CN(C)NC(CCC(O)=O)=O	160.08	C6H12N2O3
HMSL10325-101	Methylstat	luo2011_cmpd2	None	None	332	10325	101	None	None	InChI=1S/C28H31N3O6/c1-36-27(33)16-15-26(32)31(35)18-5-4-17-29-19-21-11-13-22(14-12-21)20-37-28(34)30-25-10-6-8-23-7-2-3-9-24(23)25/h2-3,6-16,29,35H,4-5,17-20H2,1H3,(H,30,34)/b16-15+	MUJOCHRZXRZONW-FOCLMDBBSA-N	ON(C(/C=C/C(OC)=O)=O)CCCCNCC(C=C1)=CC=C1COC(NC2=CC=CC3=C2C=CC=C3)=O	505.22	C28H31N3O6
HMSL10326-102	Tranylcypromine	2-PCPA	None	None	333	10326	102	None	None	InChI=1S/C9H11N.ClH/c10-9-6-8(9)7-4-2-1-3-5-7;/h1-5,8-9H,6,10H2;1H/t8-,9+;/m0./s1	ZPEFMSTTZXJOTM-OULXEKPRSA-N	N[C@H]1[C@@H](C1)C2=CC=CC=C2.Cl	169.07	C9H12ClN
HMSL10327-101	PFI-1		None	None	334	10327	101	None	None	InChI=1S/C16H17N3O4S/c1-19-10-11-9-12(7-8-13(11)17-16(19)20)18-24(21,22)15-6-4-3-5-14(15)23-2/h3-9,18H,10H2,1-2H3,(H,17,20)	TXZPMHLMPKIUGK-UHFFFAOYSA-N	O=S(C1=CC=CC=C1OC)(NC2=CC3=C(NC(N(C)C3)=O)C=C2)=O	347.09	C16H17N3O4S
HMSL10328-101	(+)-JQ1	(S)-JQ1	None	None	335	10328	101	None	None	InChI=1S/C23H25ClN4O2S/c1-12-13(2)31-22-19(12)20(15-7-9-16(24)10-8-15)25-17(11-18(29)30-23(4,5)6)21-27-26-14(3)28(21)22/h7-10,17H,11H2,1-6H3/t17-/m0/s1	DNVXATUJJDPFDM-KRWDZBQOSA-N	O=C(OC(C)(C)C)C[C@H]1C2=NN=C(C)N2C3=C(C(C)=C(C)S3)C(C4=CC=C(Cl)C=C4)=N1	456.14	C23H25ClN4O2S
HMSL10329-101	(-)-JQ1		None	None	336	10329	101	None	None	InChI=1S/C23H25ClN4O2S/c1-12-13(2)31-22-19(12)20(15-7-9-16(24)10-8-15)25-17(11-18(29)30-23(4,5)6)21-27-26-14(3)28(21)22/h7-10,17H,11H2,1-6H3/t17-/m1/s1	DNVXATUJJDPFDM-QGZVFWFLSA-N	O=C(C[C@@H]1C2=NN=C(N2C3=C(C(C4=CC=C(C=C4)Cl)=N1)C(C)=C(S3)C)C)OC(C)(C)C	456.14	C23H25ClN4O2S
HMSL10330-101	I-BET	GSK 525762A	None	None	337	10330	101	None	None	InChI=1S/C22H22ClN5O2/c1-4-24-20(29)12-18-22-27-26-13(2)28(22)19-10-9-16(30-3)11-17(19)21(25-18)14-5-7-15(23)8-6-14/h5-11,18H,4,12H2,1-3H3,(H,24,29)/t18-/m0/s1	AAAQFGUYHFJNHI-SFHVURJKSA-N	CC(N1C(C=CC(OC)=C2)=C2C(C3=CC=C(C=C3)Cl)=N4)=NN=C1[C@@H]4CC(NCC)=O	423.15	C22H22ClN5O2
HMSL10331-101	I-BET151	GSK1210151A	None	None	338	10331	101	None	None	InChI=1S/C23H21N5O3/c1-12-21(14(3)31-27-12)16-9-18-15(10-20(16)30-4)22-19(11-25-18)26-23(29)28(22)13(2)17-7-5-6-8-24-17/h5-11,13H,1-4H3,(H,26,29)/t13-/m1/s1	VUVUVNZRUGEAHB-CYBMUJFWSA-N	O=C(N1[C@H](C)C2=CC=CC=N2)NC3=C1C4=CC(OC)=C(C5=C(C)ON=C5C)C=C4N=C3	415.16	C23H21N5O3
HMSL10332-101	Ischemin		None	None	339	10332	101	None	None	InChI=1S/C15H17N3O4S/c1-8-4-10(3)15(23(20,21)22)7-12(8)17-18-13-5-9(2)14(19)6-11(13)16/h4-7,19H,16H2,1-3H3,(H,20,21,22)/b18-17+	UUECJWRVDTUDCB-ISLYRVAYSA-N	O=S(C1=CC(/N=N/C2=CC(C)=C(O)C=C2N)=C(C)C=C1C)(O)=O	335.09	C15H17N3O4S
HMSL10333-101	UNC669		None	None	340	10333	101	None	None	InChI=1S/C15H20BrN3O/c16-13-9-12(10-17-11-13)15(20)19-7-3-14(4-8-19)18-5-1-2-6-18/h9-11,14H,1-8H2	CQERVFFAOOUFEQ-UHFFFAOYSA-N	O=C(C1=CN=CC(Br)=C1)N2CCC(CC2)N3CCCC3	337.08	C15H20BrN3O
HMSL10334-101	UNC1215		None	None	341	10334	101	None	None	InChI=1S/C32H43N5O2/c38-31(36-20-12-27(13-21-36)34-16-4-5-17-34)25-10-11-29(30(24-25)33-26-8-2-1-3-9-26)32(39)37-22-14-28(15-23-37)35-18-6-7-19-35/h1-3,8-11,24,27-28,33H,4-7,12-23H2	PQOOIERVZAXHBP-UHFFFAOYSA-N	O=C(N1CCC(N2CCCC2)CC1)C3=C(NC4=CC=CC=C4)C=C(C(N5CCC(N6CCCC6)CC5)=O)C=C3	529.34	C32H43N5O2
HMSL10335-101	IOX2		None	None	342	10335	101	None	None	InChI=1S/C19H16N2O5/c22-15(23)10-20-18(25)16-17(24)13-8-4-5-9-14(13)21(19(16)26)11-12-6-2-1-3-7-12/h1-9,24H,10-11H2,(H,20,25)(H,22,23)	CAOSCCRYLYQBES-UHFFFAOYSA-N	OC(CNC(C1=C(O)C2=C(N(C1=O)CC3=CC=CC=C3)C=CC=C2)=O)=O	352.11	C19H16N2O5
HMSL10336-101	Epigallocatechin gallate	EGCG	None	None	343	10336	101	None	None	InChI=1S/C22H18O11/c23-10-5-12(24)11-7-18(33-22(31)9-3-15(27)20(30)16(28)4-9)21(32-17(11)6-10)8-1-13(25)19(29)14(26)2-8/h1-6,18,21,23-30H,7H2/t18-,21-/m1/s1	WMBWREPUVVBILR-WIYYLYMNSA-N	O=C(O[C@H]1[C@@H]([C@]2=CC(O)=C(O)C(O)=C2)OC3=CC(O)=CC(O)=C3C1)C4=CC(O)=C(O)C(O)=C4	458.08	C22H18O11
HMSL10337-102	OTSSP167		None	None	344	10337	102	None	None	InChI=1S/C25H28Cl2N4O2.ClH/c1-14(32)18-12-28-22-9-8-21(16-10-19(26)25(33)20(27)11-16)30-24(22)23(18)29-17-6-4-15(5-7-17)13-31(2)3;/h8-12,15,17,33H,4-7,13H2,1-3H3,(H,28,29);1H/t15-,17-;	XDGWHISAOWEFML-BFLZMHAMSA-N	CN(C[C@H]1CC[C@H](NC2=C3N=C(C4=CC(Cl)=C(C(Cl)=C4)O)C=CC3=NC=C2C(C)=O)CC1)C.Cl	522.14	C25H29Cl3N4O2
HMSL10338-101	GDC-0068		None	None	345	10338	101	None	None	InChI=1S/C24H32ClN5O2/c1-15(2)26-13-19(17-4-6-18(25)7-5-17)24(32)30-10-8-29(9-11-30)23-21-16(3)12-20(31)22(21)27-14-28-23/h4-7,14-16,19-20,26,31H,8-13H2,1-3H3/t16-,19-,20-/m1/s1	GRZXWCHAXNAUHY-NSISKUIASA-N	CC(C)NC[C@@H](C(=O)N1CCN(CC1)C1=NC=NC2=C1[C@H](C)C[C@H]2O)C1=CC=C(Cl)C=C1	457.22	C24H32ClN5O2
HMSL10339-101	CX-5461		None	None	346	10339	101	None	None	InChI=1S/C27H27N7O2S/c1-17-14-29-18(15-28-17)16-30-26(36)23-24(35)19-8-9-22(33-11-5-10-32(2)12-13-33)31-25(19)34-20-6-3-4-7-21(20)37-27(23)34/h3-4,6-9,14-15H,5,10-13,16H2,1-2H3,(H,30,36)	XGPBJCHFROADCK-UHFFFAOYSA-N	O=C(C1=C(SC2=CC=CC=C23)N3C4=C(C=CC(N5CCN(C)CCC5)=N4)C1=O)NCC6=NC=C(C)N=C6	513.19	C27H27N7O2S
HMSL10343-101	Baicalein		None	5281605	347	10343	101	None	None	InChI=1S/C15H10O5/c16-9-6-11(8-4-2-1-3-5-8)20-12-7-10(17)14(18)15(19)13(9)12/h1-7,17-19H	FXNFHKRTJBSTCS-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O)O)O	270.05	C15H10O5
HMSL10344-101	Olomoucine II		None	5494414	348	10344	101	None	None	InChI=1S/C19H26N6O2/c1-4-14(10-26)22-19-23-17(20-9-13-7-5-6-8-15(13)27)16-18(24-19)25(11-21-16)12(2)3/h5-8,11-12,14,26-27H,4,9-10H2,1-3H3,(H2,20,22,23,24)	NDUVSANREQEDRE-UHFFFAOYSA-N	CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3O)N=CN2C(C)C	370.21	C19H26N6O2
HMSL10345-111	PP242 hydrate		None	57347680	349	10345	111	None	None	InChI=1S/C16H16N6O.H2O/c1-8(2)22-16-13(15(17)18-7-19-16)14(21-22)12-6-9-5-10(23)3-4-11(9)20-12;/h3-8,21,23H,1-2H3,(H2,17,18,19);1H2	UFYMBKYFZBIVIC-UHFFFAOYSA-N	CC(C)N1C2=C(C(=C3C=C4C=C(C=CC4=N3)O)N1)C(=NC=N2)N.O	326.15	C16H18N6O2
HMSL10346-101	Valproic acid	Depakine	None	3121	350	10346	101	None	None	InChI=1S/C8H16O2/c1-3-5-7(6-4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)	NIJJYAXOARWZEE-UHFFFAOYSA-N	CCCC(CCC)C(=O)O	144.12	C8H16O2
